"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"19647251935758","0622500","02745",Active,Los Angeles,,Millikan High,"2800 Snowden Avenue","2800 Snowden Ave.",Long Beach,"90815-1436",CA,"2800 Snowden Avenue","2800 Snowden Ave.",Long Beach,"90815-1436",CA,(562) 425-7441,"","",1956-09-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,1,33.80732,-118.1117,Michael,Navia,mnavia@lbschools.net,Alejandro,Vega,avega@lbschools.net,"","","",2016-03-21,Long Beach Unified
"19647251936947","0622500","02751",Active,Los Angeles,,Polytechnic High,"1600 Atlantic Avenue","1600 Atlantic Ave.",Long Beach,"90813-2017",CA,"1600 Atlantic Avenue","1600 Atlantic Ave.",Long Beach,"90813-2017",CA,(562) 591-0581,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,1,33.787163,-118.18496,Diane,Prince,dprince@lbschools.net,Quentin,Brown,qbrown@lbschools.net,"","","",2016-08-24,Long Beach Unified
"19647251937176","0622500","02753",Active,Los Angeles,,Reid High,"2153 West Hill Street","2153 West Hill St.",Long Beach,"90810-3400",CA,"2153 West Hill Street","2153 West Hill St.",Long Beach,"90810-3400",CA,(562) 989-2098,"",www.lbschools.net,1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"11-12","11-12",N,0,33.797123,-118.22045,Jeff,Cornejo,jcornejo@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647251939875","0622500","02769",Active,Los Angeles,,Wilson High,"4400 East Tenth Street","4400 East Tenth St.",Long Beach,"90804-4310",CA,"4400 East Tenth Street","4400 East Tenth St.",Long Beach,"90804-4310",CA,(562) 433-0481,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,1,33.778903,-118.14152,Sandy,Blazer,sblazer@lbschools.net,Gonzalo,Moraga,gmoraga@lbschools.net,"","","",2015-06-18,Long Beach Unified
"19647251995521","0622500","",Closed,Los Angeles,,Long Beach Unified Alternative Education,"6698 Orange Avenue","6698 Orange Ave.",Long Beach,"90805",CA,"Not Used 92, 93","Not Used 92, 93",Long Beach,"90805",CA,"","","",1980-07-01,1993-12-31,0,"","","54",Unified School District,"63",Alternative Schools of Choice,"","",ELEMHIGH,Elementary-High Combination,K-12,"","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647251995539","0622500","09901",Active,Los Angeles,,California Academy of Mathematics and Science,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,"90747-0001",CA,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,"90747-0001",CA,(310) 243-2025,"","",1990-07-20,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,1,33.867102,-118.25869,Wendy,Poffenberger,wpoffenberger@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647251995570","0622500","10239",Active,Los Angeles,,Educational Partnership High,"1794 Cedar Avenue","1794 Cedar Ave.",Long Beach,"90813-1770",CA,"1794 Cedar Avenue","1794 Cedar Ave.",Long Beach,"90813-1770",CA,(562) 218-0493,"","",1991-06-12,,0,"","","54",Unified School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,"9-12","10-12",N,0,33.788846,-118.19499,Greg,Mendoza,gmendoza@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647251995851","0622500","04589",Closed,Los Angeles,,Juan Rodriguez Cabrillo High,"2001 Sante Fe Avenue","2001 Sante Fe Ave.",Long Beach,"90810",CA,"2001 Sante Fe Avenue","2001 Sante Fe Ave.",Long Beach,"90810",CA,"","","",1995-09-29,2006-08-31,0,"","","54",Unified School District,"66",High Schools (Public),"","",HS,High School,"9-10","9","",,,,"","","","","","","","","",2009-01-30,Long Beach Unified
"19647251995935","0622500","05870",Active,Los Angeles,,Cabrillo High,"2001 Santa Fe Avenue","2001 Santa Fe Ave.",Long Beach,"90810-4068",CA,"2001 Santa Fe Avenue","2001 Santa Fe Ave.",Long Beach,"90810-4068",CA,(562) 951-7700,"","",1996-09-03,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,1,33.793514,-118.21559,Cheryl,Cornejo,ccornejo@lbschools.net,Elio,Mendoza,emendoza@lbschools.net,"","","",2015-07-01,Long Beach Unified
"19647251995984","0622500","",Closed,Los Angeles,,Options for Youth-Long Beach Charter,"","","","","","","","","","","","","",1996-09-16,2000-04-13,1,"0114","","54",Unified School District,"63",Alternative Schools of Choice,"","",ELEMHIGH,Elementary-High Combination,K-12,K-12,"",,,,"","","","","","","","","",2000-05-11,Long Beach Unified
"19647251996339","0622500","08505",Closed,Los Angeles,,Premiere Education Charter,"495 East Market Street","495 East Market St.",Long Beach,"90805",CA,"495 East Market Street","495 East Market St.",Long Beach,"90805",CA,"","","",2000-09-06,2002-08-21,1,"0316",Locally funded,"54",Unified School District,"65",K-12 Schools (Public),"","",ELEMHIGH,Elementary-High Combination,"6-12","6-12","",,,,"","","","","","","","","",2009-01-30,Long Beach Unified
"19647251996362","0622500","08506",Closed,Los Angeles,,Pacific Learning Center Charter,"780 Atlantic Avenue","780 Atlantic Ave.",Long Beach,"90813",CA,"780 Atlantic Avenue","780 Atlantic Ave.",Long Beach,"90813",CA,"","",www.lbcaa.com,2000-09-01,2005-06-30,1,"0313","","54",Unified School District,"66",High Schools (Public),"","",HS,High School,"9-12","9-12","",,,,"","","","","","","","","",2009-01-30,Long Beach Unified
"19647251996461","0622500","08719",Closed,Los Angeles,,Promise Academy,"5875 Atlantic Avenue","5875 Atlantic Ave.",Long Beach,"90805",CA,"1750 East Ocean Boulevard #612","1750 East Ocean Blvd. #612",Long Beach,"90802",CA,"","",www.promiseacademy.org,2001-09-04,2004-05-10,1,"0394","","54",Unified School District,"66",High Schools (Public),"","",HS,High School,"9-12","9-12","",,,,"","","","","","","","","",2009-01-30,Long Beach Unified
"19647251996503","0622500","08720",Active,Los Angeles,,Renaissance High School for the Arts,"1400 East 20th Street","1400 East 20th St.",Long Beach,"90806-5757",CA,"1400 East 20th Street","1400 East 20th St.",Long Beach,"90806-5757",CA,(562) 901-0168,"","",2001-09-05,,0,"","","54",Unified School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,"9-12","9-12",N,1,33.793494,-118.17404,Kimberly,Holland,kholland@lbschools.net,"","","","","","",2016-10-08,Long Beach Unified
"19647256015119","0622500","02695",Active,Los Angeles,,Addams Elementary,"5320 Pine Avenue","5320 Pine Ave.",Long Beach,"90805-5930",CA,"5320 Pine Avenue","5320 Pine Ave.",Long Beach,"90805-5930",CA,(562) 428-0202,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.852775,-118.19166,Armando,Duenas,adduenas@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015127","0622500","",Closed,Los Angeles,,Avalon Elementary,PO Box 557 Avalon,PO Box 557 Avalon,Santa Catalina Islan,"90704",CA,PO Box 557 Avalon,PO Box 557 Avalon,Santa Catalina Islan,"90704",CA,"","","",1980-07-01,1994-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-5,"","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647256015135","0622500","02698",Active,Los Angeles,,Barton Elementary,"1100 East Del Amo Boulevard","1100 East Del Amo Blvd.",Long Beach,"90807-1010",CA,"1100 East Del Amo Boulevard","1100 East Del Amo Blvd.",Long Beach,"90807-1010",CA,(562) 428-0555,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.846748,-118.17958,Richard,Littlejohn,rlittlejohn@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015143","0622500","02699",Active,Los Angeles,,Birney Elementary,"710 West Spring Street","710 West Spring St.",Long Beach,"90806-1413",CA,"710 West Spring Street","710 West Spring St.",Long Beach,"90806-1413",CA,(562) 427-8512,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.811592,-118.20035,Athena,Uribe,auribe@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015150","0622500","02700",Active,Los Angeles,,Bixby Elementary,"5251 East Stearns Street","5251 East Stearns St.",Long Beach,"90815-2902",CA,"5251 East Stearns Street","5251 East Stearns St.",Long Beach,"90815-2902",CA,(562) 498-3794,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.796103,-118.13118,Sam,Platis,splatis@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015168","0622500","02701",Active,Los Angeles,,Bryant Elementary,"4101 East Fountain Street","4101 East Fountain St.",Long Beach,"90804-3022",CA,"4101 East Fountain Street","4101 East Fountain St.",Long Beach,"90804-3022",CA,(562) 498-3802,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.783557,-118.14451,Matthew,Hammond,mhammond@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015176","0622500","",Closed,Los Angeles,,Buffum Elementary,"2350 Ximeno Avenue","2350 Ximeno Ave.",Long Beach,"90815",CA,"2350 Ximeno Avenue","2350 Ximeno Ave.",Long Beach,"90815",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647256015184","0622500","02702",Active,Los Angeles,,Burbank Elementary,"501 Junipero Avenue","501 Junipero Ave.",Long Beach,"90814-1031",CA,"501 Junipero Avenue","501 Junipero Ave.",Long Beach,"90814-1031",CA,(562) 439-0997,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.772536,-118.16413,Vanesha,Davis,vdavis@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015192","0622500","02703",Active,Los Angeles,,Burcham Elementary,"5610 East Monlaco Road","5610 East Monlaco Rd.",Long Beach,"90808-2627",CA,"5610 East Monlaco Road","5610 East Monlaco Rd.",Long Beach,"90808-2627",CA,(562) 420-2685,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.822109,-118.12302,Christopher,Eckert,ceckert@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015200","0622500","02704",Active,Los Angeles,,Bobbie Smith Elementary,"565 East Hill Street","565 East Hill St.",Long Beach,"90806-4457",CA,"565 East Hill Street","565 East Hill St.",Long Beach,"90806-4457",CA,(562) 595-9466,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.79718,-118.18576,Monica,Alas,malas@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015218","0622500","02705",Closed,Los Angeles,,Burroughs Elementary,"1260 East 33rd Street","1260 East 33rd St.",Signal Hill,"90755-5229",CA,"1260 East 33rd Street","1260 East 33rd St.",Signal Hill,"90755-5229",CA,"","","",1980-07-01,2015-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.817052,-118.17563,"","","","","","","","","",2015-06-30,Long Beach Unified
"19647256015226","0622500","",Closed,Los Angeles,,Camp Hi-Hill Elementary,Star Route,Star Rt.,La Canada,"91011",CA,Star Route,Star Rt.,La Canada,"91011",CA,"","","",1980-07-01,1989-12-29,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,"5-6","","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647256015234","0622500","",Closed,Los Angeles,,Camp O-Ongo Elementary,PO Box 98,PO Box 98,Running Springs,"92382",CA,PO Box 98,PO Box 98,Running Springs,"92382",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647256015242","0622500","02706",Active,Los Angeles,,Carver Elementary,"5335 East Pavo Street","5335 East Pavo St.",Long Beach,"90808-3599",CA,"5335 East Pavo Street","5335 East Pavo St.",Long Beach,"90808-3599",CA,(562) 420-2697,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.811539,-118.1287,Matthew,Monaghan,mbmonaghan@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015259","0622500","02707",Active,Los Angeles,,Cleveland Elementary,"4760 Hackett Avenue","4760 Hackett Ave.",Lakewood,"90713-2424",CA,"4760 Hackett Avenue","4760 Hackett Ave.",Lakewood,"90713-2424",CA,(562) 420-7552,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.84413,-118.10672,Ellen,Ryan,eryan@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015267","0622500","02709",Active,Los Angeles,,Cubberley K-8,"3200 Monogram Avenue","3200 Monogram Ave.",Long Beach,"90808-4189",CA,"3200 Monogram Avenue","3200 Monogram Ave.",Long Beach,"90808-4189",CA,(562) 420-8810,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.815164,-118.10263,Cathleen,Imbroane,cimbroane@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015275","0622500","02711",Active,Los Angeles,,Edison Elementary,"625 Maine Avenue","625 Maine Ave.",Long Beach,"90802-1143",CA,"625 Maine Avenue","625 Maine Ave.",Long Beach,"90802-1143",CA,(562) 590-8481,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.773647,-118.20067,Edward,Garcia,egarcia@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015283","0622500","02712",Active,Los Angeles,,Emerson Parkside Academy,"2625 Josie Avenue","2625 Josie Ave.",Long Beach,"90815-1511",CA,"2625 Josie Avenue","2625 Josie Ave.",Long Beach,"90815-1511",CA,(562) 420-2631,"","",1980-07-01,,0,"0385",Locally funded,"54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.80376,-118.10535,Adilis,Vitetta,avitetta@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015291","0622500","",Closed,Los Angeles,,Field Elem.,"1525 Seabright Avenue","1525 Seabright Ave.",Long Beach,"90813",CA,"1525 Seabright Avenue","1525 Seabright Ave.",Long Beach,"90813",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Long Beach Unified
"19647256015309","0622500","02714",Active,Los Angeles,,Fremont Elementary,"4000 East Fourth Street","4000 East Fourth St.",Long Beach,"90814-2818",CA,"4000 East Fourth Street","4000 East Fourth St.",Long Beach,"90814-2818",CA,(562) 439-6873,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.771652,-118.14582,Mark,Curran,mcurran@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015317","0622500","02715",Active,Los Angeles,,Gant Elementary,"1854 Britton Drive","1854 Britton Dr.",Long Beach,"90815-3231",CA,"1854 Britton Drive","1854 Britton Dr.",Long Beach,"90815-3231",CA,(562) 430-3384,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.790047,-118.11919,Cassandra,Fanton,cfanton@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015325","0622500","02716",Active,Los Angeles,,Garfield Elementary,"2240 Baltic Avenue","2240 Baltic Ave.",Long Beach,"90810-3597",CA,"2240 Baltic Avenue","2240 Baltic Ave.",Long Beach,"90810-3597",CA,(562) 424-8167,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.797873,-118.21319,Claire,Alvarez,calvarez@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015333","0622500","02717",Active,Los Angeles,,Gompers K-8,"5206 Briercrest Avenue","5206 Briercrest Ave.",Lakewood,"90713-1822",CA,"5206 Briercrest Avenue","5206 Briercrest Ave.",Lakewood,"90713-1822",CA,(562) 925-2285,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.852305,-118.12307,Kelly,Ludden,kludden@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015341","0622500","02718",Active,Los Angeles,,Grant Elementary,"1225 East 64th Street","1225 East 64th St.",Long Beach,"90805-2534",CA,"1225 East 64th Street","1225 East 64th St.",Long Beach,"90805-2534",CA,(562) 428-4616,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.871036,-118.17676,Kimberly,Baril,kbaril@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015358","0622500","02720",Active,Los Angeles,,Harte Elementary,"1671 East Phillips Street","1671 East Phillips St.",Long Beach,"90805-4811",CA,"1671 East Phillips Street","1671 East Phillips St.",Long Beach,"90805-4811",CA,(562) 428-0333,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.858779,-118.17242,Jennifer,Rodarte,jrodarte@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015366","0622500","02721",Active,Los Angeles,,Henry,"3720 Canehill Avenue","3720 Canehill Ave.",Long Beach,"90808-2201",CA,"3720 Canehill Avenue","3720 Canehill Ave.",Long Beach,"90808-2201",CA,(562) 421-3754,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.825579,-118.11037,David,Komatz,dkomatz@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015374","0622500","02723",Active,Los Angeles,,Holmes Elementary,"5020 Barlin Avenue","5020 Barlin Ave.",Lakewood,"90712-3033",CA,"5020 Barlin Avenue","5020 Barlin Ave.",Lakewood,"90712-3033",CA,(562) 633-4427,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.850791,-118.149,Luana,Wesley,lwesley@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015382","0622500","02725",Active,Los Angeles,,Hudson K-8,"2335 Webster Avenue","2335 Webster Ave.",Long Beach,"90810-3254",CA,"2335 Webster Avenue","2335 Webster Ave.",Long Beach,"90810-3254",CA,(562) 426-0470,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.799581,-118.21983,Terri,Jarels,tjarels@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015390","0622500","02729",Closed,Los Angeles,,Keller Elementary,"7020 East Brittain Street","7020 East Brittain St.",Long Beach,"90808-2301",CA,"7020 East Brittain Street","7020 East Brittain St.",Long Beach,"90808-2301",CA,"","","",1980-07-01,2012-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,"",,33.825335,-118.09658,"","","","","","","","","",2013-07-02,Long Beach Unified
"19647256015408","0622500","02730",Active,Los Angeles,,Kettering Elementary,"550 Silvera Avenue","550 Silvera Ave.",Long Beach,"90803-2127",CA,"550 Silvera Avenue","550 Silvera Ave.",Long Beach,"90803-2127",CA,(562) 598-9486,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.77273,-118.10637,Juan,Gutierrez,jgutierrez@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015416","0622500","02731",Active,Los Angeles,,King Elementary,"145 East Artesia Boulevard","145 East Artesia Blvd.",Long Beach,"90805-2003",CA,"145 East Artesia Boulevard","145 East Artesia Blvd.",Long Beach,"90805-2003",CA,(562) 428-1232,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.874417,-118.20173,Kimberly,Weber,kmweber@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015424","0622500","02732",Active,Los Angeles,,Lafayette Elementary,"2445 Chestnut Avenue","2445 Chestnut Ave.",Long Beach,"90806-2997",CA,"2445 Chestnut Avenue","2445 Chestnut Ave.",Long Beach,"90806-2997",CA,(562) 426-7075,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.80158,-118.19594,Wendy,Thompson,wthompson@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015432","0622500","02734",Active,Los Angeles,,Olivia Nieto Herrera Elementary,"1620 Temple Avenue","1620 Temple Ave.",Long Beach,"90804-1638",CA,"1620 Temple Avenue","1620 Temple Ave.",Long Beach,"90804-1638",CA,(562) 494-5101,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.787326,-118.15886,Christi,Granado,cgranado@lbschools.net,"","","","","","",2016-08-01,Long Beach Unified
"19647256015440","0622500","02735",Active,Los Angeles,,Lincoln Elementary,"1175 East 11th Street","1175 East 11th St.",Long Beach,"90813-3659",CA,"1175 East 11th Street","1175 East 11th St.",Long Beach,"90813-3659",CA,(562) 599-5005,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.780845,-118.17696,Caroline,Nemec,cnemec@lbschools.net,"","","","","","",2015-08-07,Long Beach Unified
"19647256015457","0622500","02737",Active,Los Angeles,,Longfellow Elementary,"3800 Olive Avenue","3800 Olive Ave.",Long Beach,"90807-3577",CA,"3800 Olive Avenue","3800 Olive Ave.",Long Beach,"90807-3577",CA,(562) 595-0308,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.826987,-118.18261,Edward,Sigur IV,esigur@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015465","0622500","02738",Active,Los Angeles,,Los Cerritos Elementary,"515 West San Antonio Drive","515 West San Antonio Dr.",Long Beach,"90807-3117",CA,"515 West San Antonio Drive","515 West San Antonio Dr.",Long Beach,"90807-3117",CA,(562) 595-6337,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.827929,-118.19903,Alissa,Gamboa,agamboa@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015473","0622500","02739",Active,Los Angeles,,Lowell Elementary,"5201 East Broadway","5201 East Broadway",Long Beach,"90803-1803",CA,"5201 East Broadway","5201 East Broadway",Long Beach,"90803-1803",CA,(562) 433-6757,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.764283,-118.13207,Lester,Lawson,llawson@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015481","0622500","02740",Active,Los Angeles,,MacArthur Elementary,"6011 Centralia Street","6011 Centralia St.",Lakewood,"90713-2902",CA,"6011 Centralia Street","6011 Centralia St.",Lakewood,"90713-2902",CA,(562) 420-3588,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.839589,-118.11455,Scott,Fleming,sfleming@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015499","0622500","02741",Active,Los Angeles,,Madison Elementary,"2801 Bomberry Street","2801 Bomberry St.",Lakewood,"90712-3724",CA,"2801 Bomberry Street","2801 Bomberry St.",Lakewood,"90712-3724",CA,(562) 420-7731,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.838528,-118.15858,Kim,Carpenter,kcarpenter@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015507","0622500","02742",Active,Los Angeles,,Mann Elementary,"257 Coronado Avenue","257 Coronado Ave.",Long Beach,"90803-5842",CA,"257 Coronado Avenue","257 Coronado Ave.",Long Beach,"90803-5842",CA,(562) 439-6897,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.76653,-118.15357,Donna,McKeehan-Marr,dmckeehan@lbschools.net,"","","","","","",2015-08-07,Long Beach Unified
"19647256015515","0622500","02744",Active,Los Angeles,,McKinley Elementary,"6822 Paramount Boulevard","6822 Paramount Blvd.",Long Beach,"90805-1937",CA,"6822 Paramount Boulevard","6822 Paramount Blvd.",Long Beach,"90805-1937",CA,(562) 630-6200,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.878748,-118.15985,Scott,Tardibuono,stardibuono@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015523","0622500","02746",Closed,Los Angeles,,Monroe K-8,"4400 Ladoga Avenue","4400 Ladoga Ave.",Lakewood,"90713-2749",CA,"4400 Ladoga Avenue","4400 Ladoga Ave.",Lakewood,"90713-2749",CA,"","","",1980-07-01,2013-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,"",,33.837417,-118.10334,"","","","","","","","","",2013-07-02,Long Beach Unified
"19647256015531","0622500","02747",Active,Los Angeles,,Muir K-8,"3038 Delta Avenue","3038 Delta Ave.",Long Beach,"90810-2843",CA,"3038 Delta Avenue","3038 Delta Ave.",Long Beach,"90810-2843",CA,(562) 426-5571,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.812547,-118.21101,Sophia,Griffieth,sgriffieth@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
